0.225354 0.065997 0.578969 0.929659 0.667125 0.466533 0.314718 0.033302 0.611462 0.629598 1.000000 0.823676 0.529412 0.877103 0.676253 0.646948 0.956324 0.515948 0.565888 -nan 0.676821 0.533731 0.499109 0.491124 0.662951 0.426012 0.666982 0.241461 0.076960 
0.223427 0.057094 0.729338 0.792998 0.520663 0.472575 0.331829 0.024902 0.857618 0.892293 0.823676 1.000000 0.771372 0.773950 0.644869 0.514343 0.824094 0.510021 0.714891 -nan 0.519132 0.471896 0.508361 0.531920 0.502159 0.417259 0.519876 0.246860 0.067436 
0.229653 0.048203 0.915759 0.535073 0.470512 0.577069 0.423755 0.019461 0.798240 0.856837 0.529412 0.771372 1.000000 0.591269 0.587146 0.482686 0.611167 0.663683 0.901167 -nan 0.451443 0.403364 0.597318 0.744889 0.453366 0.513821 0.469754 0.286261 0.052777 
0.215600 0.030954 0.560929 0.940412 0.728857 0.514992 0.357572 0.000707 0.631696 0.687442 0.877103 0.773950 0.591269 1.000000 0.747262 0.726188 0.947297 0.716267 0.561680 -nan 0.719076 0.741584 0.628818 0.458394 0.723021 0.523870 0.728615 0.267716 0.055674 
0.211850 0.094337 0.488579 0.628553 0.965131 0.374441 0.300553 0.069818 0.742348 0.671027 0.676253 0.644869 0.587146 0.747262 1.000000 0.957453 0.816472 0.498413 0.464271 -nan 0.954372 0.608020 0.437843 0.507112 0.955468 0.453937 0.964734 0.267074 0.107733 
0.215646 0.108581 0.438388 0.607732 0.990788 0.373083 0.305879 0.086651 0.547509 0.525533 0.646948 0.514343 0.482686 0.726188 0.957453 1.000000 0.796589 0.490509 0.422722 -nan 0.962633 0.597722 0.431046 0.512795 0.990043 0.455137 0.990752 0.273184 0.120511 
0.216835 0.042640 0.612129 0.916081 0.809254 0.487828 0.323350 0.008869 0.671441 0.696107 0.956324 0.824094 0.611167 0.947297 0.816472 0.796589 1.000000 0.611974 0.609213 -nan 0.807713 0.615965 0.561691 0.534952 0.804354 0.475544 0.809070 0.248098 0.059806 
0.233746 0.020129 0.670105 0.602555 0.485932 0.731631 0.509482 0.000000 0.436164 0.497619 0.515948 0.510021 0.663683 0.716267 0.498413 0.490509 0.611974 1.000000 0.587841 -nan 0.474943 0.541954 0.822823 0.692434 0.482565 0.765997 0.485783 0.312837 0.044337 
0.238470 0.056716 0.962165 0.556663 0.418715 0.593563 0.464545 0.033276 0.598874 0.681930 0.565888 0.714891 0.901167 0.561680 0.464271 0.422722 0.609213 0.587841 1.000000 -nan 0.409776 0.362898 0.604071 0.798515 0.411402 0.504517 0.418395 0.319247 0.059906 
-nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.216466 0.110925 0.425305 0.612293 0.990409 0.372225 0.308996 0.089465 0.571925 0.474708 0.676821 0.519132 0.451443 0.719076 0.954372 0.962633 0.807713 0.474943 0.409776 -nan 1.000000 0.606373 0.425188 0.518578 0.990024 0.460979 0.990447 0.274540 0.122728 
0.233422 0.093420 0.362155 0.763070 0.606607 0.442461 0.516386 0.078594 0.462788 0.452266 0.533731 0.471896 0.403364 0.741584 0.608020 0.597722 0.615965 0.541954 0.362898 -nan 0.606373 1.000000 0.453914 0.346882 0.603881 0.606801 0.606508 0.404347 0.106598 
0.245048 0.032358 0.663496 0.550794 0.430566 0.855535 0.533465 0.058814 0.388932 0.438657 0.499109 0.508361 0.597318 0.628818 0.437843 0.431046 0.561691 0.822823 0.604071 -nan 0.425188 0.453914 1.000000 0.662841 0.428274 0.785063 0.430468 0.301003 0.085981 
0.255329 0.048553 0.902009 0.449067 0.519120 0.726378 0.688281 0.039843 0.413564 0.423413 0.491124 0.531920 0.744889 0.458394 0.507112 0.512795 0.534952 0.692434 0.798515 -nan 0.518578 0.346882 0.662841 1.000000 0.518787 0.724928 0.519119 0.496524 0.050947 
0.216427 0.110789 0.425988 0.610300 0.999394 0.373404 0.308811 0.089298 0.538291 0.480196 0.662951 0.502159 0.453366 0.723021 0.955468 0.990043 0.804354 0.482565 0.411402 -nan 0.990024 0.603881 0.428274 0.518787 1.000000 0.460160 0.999446 0.274987 0.122545 
0.244169 0.024670 0.598321 0.525645 0.460779 0.770792 0.838329 0.077895 0.353838 0.354816 0.426012 0.417259 0.513821 0.523870 0.453937 0.455137 0.475544 0.765997 0.504517 -nan 0.460979 0.606801 0.785063 0.724928 0.460160 1.000000 0.460764 0.627468 0.105561 
0.215775 0.108170 0.434167 0.614561 0.999999 0.374313 0.308289 0.086210 0.563184 0.503187 0.666982 0.519876 0.469754 0.728615 0.964734 0.990752 0.809070 0.485783 0.418395 -nan 0.990447 0.606508 0.430468 0.519119 0.999446 0.460764 1.000000 0.274303 0.120181 
0.245854 0.153828 0.359208 0.303925 0.274270 0.390037 0.921238 0.229594 0.235752 0.229208 0.241461 0.246860 0.286261 0.267716 0.267074 0.273184 0.248098 0.312837 0.319247 -nan 0.274540 0.404347 0.301003 0.496524 0.274987 0.627468 0.274303 1.000000 0.207882 
0.084404 0.304859 0.035908 0.059000 0.120077 0.031379 0.145517 0.897219 0.112112 0.095970 0.076960 0.067436 0.052777 0.055674 0.107733 0.120511 0.059806 0.044337 0.059906 -nan 0.122728 0.106598 0.085981 0.050947 0.122545 0.105561 0.120181 0.207882 1.000000 
